[2023-02-02 14:58:19][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 14:58:21][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 14:58:32][error] [8]未定义变量: value[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/model/MarketCoupon.php:136]
[2023-02-02 15:14:35][error] [10500]method not exist:think\db\Query->hiddem[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-02-03 16:26:07][error] [0]Class 'app\market\controller\coupon\BaseUserUpgrade' not found[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/market/controller/coupon/Grant.php:52]
[2023-02-04 15:43:09][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 15:45:12][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 15:51:52][error] [0]Argument 1 passed to trace_file() must be an instance of Exception, instance of Error given, called in /www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/support/command/Queue.php on line 331[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/zoujingli/think-library/src/common.php:380]
[2023-02-04 16:22:05][error] [0]syntax error, unexpected ']'[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/data/command/Coupon.php:58]
[2023-02-04 16:50:06][error] [0]syntax error, unexpected 'class' (T_CLASS)[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/data/command/Coupon.php:16]
[2023-02-04 16:50:09][error] [0]Class 'app\data\command\Cache' not found[/www/wwwroot/cloudskys.cn/ThinkAdmin/app/data/command/Coupon.php:42]
[2023-02-05 12:27:36][error] [2]file_put_contents(/www/wwwroot/cloudskys.cn/ThinkAdmin/runtime/cache/65/8245625b616f74d1a91c1fb6edb760.php): failed to open stream: Permission denied[/www/wwwroot/cloudskys.cn/ThinkAdmin/vendor/topthink/framework/src/think/cache/driver/File.php:179]
[2023-02-13 09:09:37][error] [0]Call to undefined method app\pet\controller\Test::success()[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/pet/controller/Test.php:26]
[2023-02-13 18:06:27][error] [0]Call to undefined method app\store\controller\api\Store::_vali()[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/api/Store.php:22]
[2023-02-13 18:07:12][error] [0]Call to undefined method app\store\service\StoreService::intance()[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/api/Store.php:29]
[2023-02-13 18:12:26][error] [8]未定义变量: defaultDistance[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/service/StoreService.php:19]
[2023-02-13 18:12:50][error] [8]未定义变量: geodatas[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/service/StoreService.php:20]
[2023-02-16 12:10:47][error] [8]未定义变量: query[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/Store.php:61]
[2023-02-23 10:53:49][error] [0]语法错误: unexpected '；' (T_STRING)[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/api/Store.php:59]
[2023-02-25 14:24:39][error] [0]Class 'app\data\model\Track' not found[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/Order.php:76]
[2023-02-25 16:23:26][error] [8]未定义数组索引: contacts[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/Order.php:106]
[2023-02-27 10:33:32][error] [0]Class 'app\store\controller\rackModel' not found[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/Order.php:171]
[2023-02-27 15:10:43][error] [0]语法错误: unexpected '，' (T_STRING), expecting ']'[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/store/controller/Order.php:197]
[2023-03-06 13:37:56][error] [0]Multiple access type modifiers are not allowed[/www/wwwroot/test.cloudskys.cn/ThinkAdmin/app/data/controller/total/Portal.php:41]
[2023-03-07 09:37:18][error] [10501]SQLSTATE[HY000] [1045] Access denied for user 'test_cloudskys_c'@'localhost' (using password: YES)[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-07 09:38:19][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-07 09:39:07][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-07 09:39:13][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-07 11:09:11][error] [8]未定义变量: data[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:94]
[2023-03-07 11:45:28][error] [10500]method not exist:think\db\Query->statusText[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-03-07 11:50:41][error] [0]Return value of app\data\controller\api\auth\Address::getAddress() must be of the type array, object returned[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/Address.php:150]
[2023-03-07 11:51:15][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/Address.php:150]
[2023-03-07 11:51:28][error] [0]Return value of app\data\controller\api\auth\Address::getAddress() must be of the type array, null returned[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/auth/Address.php:150]
[2023-03-07 11:52:19][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/data/model/DataUserAddress.php:24]
[2023-03-07 11:52:56][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/data/model/DataUserAddress.php:24]
[2023-03-07 11:56:28][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/data/model/DataUserAddress.php:24]
[2023-03-07 12:04:31][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-07 12:04:42][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-07 12:48:27][error] [0]Call to a member function toArray() on null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Data.php:84]
[2023-03-08 11:42:21][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:42:28][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:42:32][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:42:41][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:43:18][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:43:54][error] [0]Class 'app\data\controller\total\StoreModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-08 11:44:57][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'admin_id' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-08 11:45:09][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'sys_user' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-08 11:52:06][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 11:52:54][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'admin_id' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-08 11:53:01][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'admin_id' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-08 11:59:09][error] [10500]method not exist:think\db\Query->toArray[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-03-08 12:06:56][error] [8]Undefined property: app\store\controller\Order::$store_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Order.php:44]
[2023-03-08 12:09:47][error] [0]Class 'app\store\controller\StoreModel' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Commission.php:31]
[2023-03-08 12:10:03][error] [0]Call to undefined method app\store\controller\Store::where()[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Commission.php:33]
[2023-03-08 12:22:46][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-08 14:59:17][error] [0]不支持: redis[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/driver/Redis.php:86]
[2023-03-08 15:03:20][error] [0]不支持: redis[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/driver/Redis.php:86]
[2023-03-08 15:06:18][error] [0]不支持: redis[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/driver/Redis.php:86]
[2023-03-09 15:29:31][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-09 15:58:56][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-09 18:44:11][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-09 18:45:03][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-10 07:09:59][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-10 08:58:32][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-11 09:59:31][error] [0]不支持: redis[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/driver/Redis.php:86]
[2023-03-11 10:26:37][error] [8]未定义数组索引: G7766159269767817509[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:111]
[2023-03-12 19:55:55][error] [10500]method not exist:think\db\Query->toArray[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/BaseQuery.php:117]
[2023-03-12 19:58:04][error] [8]未定义数组索引: list[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:92]
[2023-03-12 20:01:30][error] [8]未定义变量: count[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:95]
[2023-03-12 20:05:24][error] [8]未定义数组索引: cateid[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:83]
[2023-03-12 20:08:05][error] [2]A non-numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:74]
[2023-03-12 20:09:47][error] [2]A non-numeric value encountered[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:74]
[2023-03-12 20:11:27][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-12 20:11:33][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-12 20:11:54][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-12 20:13:01][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-12 20:21:20][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-12 20:21:24][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-13 13:45:03][error] [8]未定义数组索引: result[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Store.php:93]
[2023-03-13 13:46:17][error] [8]未定义数组索引: result[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/Store.php:93]
[2023-03-13 13:51:07][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-13 13:55:57][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'deteled' in 'where clause'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-13 13:56:38][error] [0]Call to a member function select() on int[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/controller/coupon/Item.php:74]
[2023-03-13 14:04:07][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-13 14:04:09][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-13 14:04:22][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 09:40:15][error] [0]语法错误: unexpected '='[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Order.php:64]
[2023-03-14 10:13:38][error] [8]未定义数组索引: S7766136268759[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:133]
[2023-03-14 11:11:16][error] [8]Array to string conversion[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:207]
[2023-03-14 11:17:46][error] [8]Array to string conversion[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:208]
[2023-03-14 11:18:39][error] [8]Array to string conversion[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:207]
[2023-03-14 11:21:22][error] [8]Array to string conversion[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:207]
[2023-03-14 14:30:45][error] [0]语法错误: unexpected '&', expecting ')'[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:215]
[2023-03-14 14:47:29][error] [8]未定义数组索引: G7766159269767817509[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:162]
[2023-03-14 14:47:57][error] [8]未定义数组索引: S7766136268759[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:162]
[2023-03-14 14:59:29][error] [8]未定义变量: data[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:194]
[2023-03-14 15:03:10][error] [8]未定义变量: basket_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:214]
[2023-03-14 15:03:54][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:243]
[2023-03-14 15:05:58][error] [8]unserialize(): Unexpected end of serialized data[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/Driver.php:262]
[2023-03-14 15:06:25][error] [8]unserialize(): Unexpected end of serialized data[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/Driver.php:262]
[2023-03-14 15:06:43][error] [8]unserialize(): Error at offset 54 of 55 bytes[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/framework/src/think/cache/Driver.php:262]
[2023-03-14 15:08:35][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:243]
[2023-03-14 15:09:24][error] [8]未定义变量: good_codes[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:245]
[2023-03-14 15:09:56][error] [8]未定义数组索引: good_num[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:258]
[2023-03-14 15:10:26][error] [2]array_key_exists() expects parameter 2 to be array, int given[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:297]
[2023-03-14 16:58:53][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 16:58:58][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 16:59:09][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 17:57:25][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 17:57:28][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:01:14][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:01:15][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:03:01][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:03:04][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:03:06][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:05:37][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:05:40][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:06:00][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:12:07][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:12:22][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 18:12:45][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-14 21:26:55][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-14 23:02:15][error] [10501]SQLSTATE[42S22]: Column not found: 1054 Unknown column 'cateid' in 'field list'[/www/wwwroot/uexwash.com/ThinkAdmin/vendor/topthink/think-orm/src/db/PDOConnection.php:797]
[2023-03-14 23:02:34][error] [8192]array_key_exists(): Using array_key_exists() on objects is deprecated. Use isset() or property_exists() instead[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:334]
[2023-03-14 23:03:51][error] [8192]array_key_exists(): Using array_key_exists() on objects is deprecated. Use isset() or property_exists() instead[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:335]
[2023-03-15 18:03:37][error] [8]未定义数组索引: basket_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:243]
[2023-03-15 18:03:49][error] [8]未定义数组索引: basket_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:243]
[2023-03-15 18:04:24][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:278]
[2023-03-15 18:04:37][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:278]
[2023-03-15 18:04:50][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:292]
[2023-03-15 20:26:44][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:26:49][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:26:50][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:26:50][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:09][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:10][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:10][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:10][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:10][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:11][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:11][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:27:11][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:39:04][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:40:40][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:41:23][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:41:42][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:42:05][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:67]
[2023-03-15 20:43:15][error] [8]未定义变量: input[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Wxapp.php:71]
[2023-03-15 22:14:28][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:16:14][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:39:16][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:39:24][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:39:36][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:39:40][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 22:39:44][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-15 23:13:36][error] [8]未定义数组索引: specs[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php:102]
[2023-03-15 23:15:19][error] [0]Too few arguments to function app\data\service\GoodsService::cuSpecArr(), 1 passed in /www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/api/Goods.php on line 102 and exactly 3 expected[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/service/GoodsService.php:99]
[2023-03-15 23:17:12][error] [8]未定义数组索引: items[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/service/GoodsService.php:106]
[2023-03-15 23:17:29][error] [8]未定义数组索引: items[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/service/GoodsService.php:106]
[2023-03-16 09:56:04][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/total/Portal.php:30]
[2023-03-16 11:10:19][error] [2]json_decode() expects parameter 1 to be string, array given[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/shop/Goods.php:164]
[2023-03-16 11:14:47][error] [8]未定义数组索引: goods_spec[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/shop/Goods.php:172]
[2023-03-16 11:16:02][error] [8]未定义数组索引: key[/www/wwwroot/uexwash.com/ThinkAdmin/app/data/controller/shop/Goods.php:172]
[2023-03-17 18:29:36][error] [0]Class 'app\data\model\Store' not found[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Order.php:168]
[2023-03-17 18:29:55][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/store/model/Store.php:20]
[2023-03-17 18:30:27][error] [8]未定义变量: basket_id[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Order.php:192]
[2023-03-18 10:46:04][error] [0]Call to undefined method app\store\controller\api\auth\Basket::handleBasket()[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/controller/api/auth/Basket.php:45]
[2023-03-18 10:46:53][error] [8]Trying to access array offset on value of type bool[/www/wwwroot/uexwash.com/ThinkAdmin/app/store/service/BasketService.php:86]
[2023-03-18 11:03:11][error] [8]未定义数组索引: [/www/wwwroot/uexwash.com/ThinkAdmin/app/project/model/Project.php:78]
[2023-03-18 11:05:22][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-18 11:06:42][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-18 11:06:56][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
[2023-03-18 11:09:24][error] [8]Trying to access array offset on value of type null[/www/wwwroot/uexwash.com/ThinkAdmin/app/market/model/MarketCouponUsers.php:70]
